,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,10.0,10.0,0.2,0.2,0.2,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.2,10.0,0.2,0.2
1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.2,10.0,10.0
2,0.2,10.0,10.0,0.2,0.2,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.2,10.0,0.2,0.2
3,0.2,10.0,0.2,10.0,0.2,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.2,10.0,0.2,0.2
4,0.2,10.0,0.2,0.2,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.2,10.0,0.2,0.2
5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.2,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
6,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.2,10.0,10.0,10.0,0.2,10.0,0.2,10.0,10.0,10.0,10.0,10.0,10.0
7,10.0,10.0,10.0,10.0,10.0,10.0,0.2,10.0,10.0,10.0,10.0,0.2,10.0,0.2,10.0,10.0,10.0,10.0,10.0,10.0
8,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.2,10.0,10.0,10.0,10.0,10.0,10.0,10.0
9,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.2,10.0,10.0,10.0,10.0
10,10.0,10.0,10.0,10.0,10.0,0.2,10.0,10.0,10.0,10.0,10.0,10.0,0.30000000000000004,0.30000000000000004,10.0,10.0,10.0,10.0,10.0,0.30000000000000004
11,10.0,10.0,10.0,10.0,10.0,10.0,0.2,0.2,10.0,10.0,10.0,10.0,10.0,0.2,10.0,10.0,10.0,10.0,10.0,10.0
12,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.2,10.0,0.30000000000000004,10.0,10.0,0.30000000000000004,10.0,10.0,10.0,10.0,10.0,0.30000000000000004
13,10.0,10.0,10.0,10.0,10.0,10.0,0.2,0.2,10.0,10.0,0.30000000000000004,0.2,0.30000000000000004,10.0,10.0,10.0,10.0,10.0,10.0,0.30000000000000004
14,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.30000000000000004,10.0,0.30000000000000004,10.0,10.0
15,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.2,10.0,10.0,10.0,10.0,0.30000000000000004,10.0,10.0,0.30000000000000004,10.0,10.0
16,0.2,10.0,0.2,0.2,0.2,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.2,0.2
17,10.0,0.2,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.30000000000000004,0.30000000000000004,10.0,10.0,10.0,0.4
18,0.2,10.0,0.2,0.2,0.2,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.2,10.0,10.0,0.2
19,0.2,10.0,0.2,0.2,0.2,10.0,10.0,10.0,10.0,10.0,0.30000000000000004,10.0,0.30000000000000004,0.30000000000000004,10.0,10.0,0.2,0.4,0.2,10.0
