,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,10.0,0.1,10.0,10.0,10.0,10.0,10.0,0.1,10.0,10.0,10.0,0.1,10.0,10.0,10.0,10.0,0.1,10.0,0.1,0.1
1,0.1,10.0,10.0,10.0,10.0,10.0,10.0,0.1,10.0,10.0,10.0,0.1,10.0,10.0,10.0,10.0,0.1,10.0,0.1,0.1
2,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
3,10.0,10.0,10.0,10.0,10.0,0.2,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.2,10.0,10.0
4,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.2
5,10.0,10.0,10.0,0.2,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.2,10.0,10.0
6,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.4,10.0,10.0,0.4,10.0,0.4
7,0.1,0.1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.1,10.0,10.0,10.0,10.0,0.1,10.0,0.1,0.1
8,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.1,10.0,10.0,10.0,10.0,10.0,10.0,10.0
9,10.0,10.0,0.1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.2,10.0,10.0,10.0,10.0,10.0,10.0,10.0
10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.1,10.0,10.0,10.0,10.0,10.0
11,0.1,0.1,10.0,10.0,10.0,10.0,10.0,0.1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.1,10.0,0.1,0.1
12,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.1,0.2,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.30000000000000004,10.0,10.0
13,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.30000000000000004,10.0,10.0,10.0,0.30000000000000004
14,10.0,10.0,10.0,10.0,10.0,10.0,0.4,10.0,10.0,10.0,0.1,10.0,10.0,10.0,10.0,10.0,10.0,0.4,10.0,0.4
15,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.30000000000000004,10.0,10.0,10.0,10.0,10.0,0.30000000000000004
16,0.1,0.1,10.0,10.0,10.0,10.0,10.0,0.1,10.0,10.0,10.0,0.1,10.0,10.0,10.0,10.0,10.0,10.0,0.1,0.1
17,10.0,10.0,10.0,0.2,10.0,0.2,0.4,10.0,10.0,10.0,10.0,10.0,0.30000000000000004,10.0,0.4,10.0,10.0,10.0,10.0,0.4
18,0.1,0.1,10.0,10.0,10.0,10.0,10.0,0.1,10.0,10.0,10.0,0.1,10.0,10.0,10.0,10.0,0.1,10.0,10.0,0.1
19,0.1,0.1,10.0,10.0,0.2,10.0,0.4,0.1,10.0,10.0,10.0,0.1,10.0,0.30000000000000004,0.4,0.30000000000000004,0.1,0.4,0.1,10.0
